#PPL;Cedula;Nombres;Edad(Anios);Pena(anios);Fecha(Ingreso)(d/m/a);Fecha(Salida)(d/m/a);Anios Restantes (pena);Pabellon;Celda;Clasificacion;Visitas semanales(Horas);Delito
PPL 641;7967197176;Michael Antonio Romero Morales;52;35;24/09/1994;24/09/2029;5;5(E);E21;Bajo;4;Invasion
PPL 642;3222759893;Victor Sergio Garcia Espinosa;31;29;12/12/2020;12/12/2049;25;5(E);E22;Bajo;4;Amenazas
PPL 643;5162488699;Pedro Pablo Paredes Espinosa;51;36;28/10/1992;28/10/2028;4;5(E);E23;Bajo;4;Amenazas
PPL 644;6984010646;Gonzalo Diego Cuenca Reyes;27;9;29/02/2018;29/02/2027;3;5(E);E24;Bajo;4;Estafa
PPL 645;6900076796;Michael Pablo Gonzales Sanchez;41;24;25/11/2003;25/11/2027;3;5(E);E25;Bajo;4;Invasion
PPL 646;1386724879;Carlos Antonio Cevallos Hidalgo;44;29;22/08/2000;22/08/2029;5;5(E);E26;Bajo;4;Estafa
PPL 647;3305812481;Fabian Paulo Paredes Roman;49;24;13/01/2002;13/01/2026;2;5(E);E27;Bajo;4;Invasion
PPL 648;1254264825;Victor Antonio Paredes Morales;45;20;19/03/2014;19/03/2034;10;5(E);E28;Bajo;4;Estafa
PPL 649;6883584210;Michael Julian Paredes Hidalgo;44;24;29/07/2024;29/07/2048;24;5(E);E29;Bajo;4;Estafa
PPL 650;4008251564;Pedro Sergio Guerrero Sanchez;49;32;08/10/1998;08/10/2030;6;5(E);E30;Bajo;4;Otros
PPL 651;5002789710;Roberto Julian Perero Gomez;31;11;01/08/2015;01/08/2026;2;5(E);E31;Bajo;4;Estafa
PPL 652;1865868633;Victor Antonio Paredes Hidalgo;43;16;03/06/2020;03/06/2036;12;5(E);E32;Bajo;4;Estafa
PPL 653;8744043694;Pedro Antonio Perero Sanchez;48;22;30/08/2008;30/08/2030;6;5(E);E33;Bajo;4;Otros
PPL 654;7676978063;Pedro Diego Torres Espinosa;39;22;14/02/2004;14/02/2026;2;5(E);E34;Bajo;4;Otros
PPL 655;2156020251;Pedro Sergio Gonzales Gomez;45;8;14/05/2022;14/05/2030;6;5(E);E35;Bajo;4;Estafa
PPL 656;6410953491;Michael Adrian Torres Morales;54;36;15/09/1990;15/09/2026;2;5(E);E36;Bajo;4;Invasion
PPL 657;6237656468;Roberto Adrian Cuenca Hidalgo;51;36;03/03/1993;03/03/2029;5;5(E);E37;Bajo;4;Invasion
PPL 658;3773018042;Victor Antonio Guerrero Roman;60;45;30/04/1983;30/04/2028;4;5(E);E38;Bajo;4;Amenazas
PPL 659;6248880180;Mario Antonio Guerrero Ramirez;40;26;26/12/2003;26/12/2029;5;5(E);E39;Bajo;4;Otros
PPL 660;1759987944;Victor Antonio Garcia Hidalgo;41;11;07/04/2024;07/04/2035;11;5(E);E40;Bajo;4;Estafa
PPL 661;5393145188;Gonzalo Pablo Perero Espinosa;37;30;08/03/2015;08/03/2045;21;5(E);E41;Bajo;4;Estafa
PPL 662;4513322415;Roberto Julian Perero Roman;46;27;03/09/1999;03/09/2026;2;5(E);E42;Bajo;4;Estafa
PPL 663;7272649797;Mario Diego Torres Roman;39;18;23/06/2007;23/06/2025;1;5(E);E43;Bajo;4;Otros
PPL 664;1428621080;Michael Antonio Paredes Morales;53;36;18/06/1992;18/06/2028;4;5(E);E44;Bajo;4;Estafa
PPL 665;5746480144;Dario Angel Torres Morales;61;45;23/10/1983;23/10/2028;4;5(E);E45;Bajo;4;Invasion
PPL 666;8936641046;Carlos Antonio Perero Morales;43;25;18/02/2001;18/02/2026;2;5(E);E46;Bajo;4;Otros
PPL 667;1703359607;Carlos Adrian Gonzales Reyes;50;33;26/06/1994;26/06/2027;3;5(E);E47;Bajo;4;Estafa
PPL 668;1923535328;Fabian Cesar Cevallos Rivera;50;34;08/01/1994;08/01/2028;4;5(E);E48;Bajo;4;Amenazas
PPL 669;5165735993;Roberto Antonio Gonzales Espinosa;64;47;02/10/1980;02/10/2027;3;5(E);E49;Bajo;4;Invasion
PPL 670;2624141959;Roberto Angel Romero Ramirez;32;24;11/03/2013;11/03/2037;13;5(E);E50;Bajo;4;Otros
PPL 671;8183832123;Roberto Paulo Cuenca Hidalgo;58;40;03/04/1987;03/04/2027;3;5(E);E51;Bajo;4;Amenazas
PPL 672;7051743646;Mario Angel Gonzales Hidalgo;33;24;14/10/2012;14/10/2036;12;5(E);E52;Bajo;4;Otros
PPL 673;2116543535;Mario Pablo Romero Espinosa;30;16;10/03/2013;10/03/2029;5;5(E);E53;Bajo;4;Otros
PPL 674;6114815549;Fabian Sergio Gonzales Espinosa;48;34;19/12/1996;19/12/2030;6;5(E);E54;Bajo;4;Amenazas
PPL 675;9851496258;Michael Adrian Garcia Morales;38;27;14/07/2008;14/07/2035;11;5(E);E55;Bajo;4;Otros
PPL 676;1127443215;Roberto Antonio Torres Sanchez;58;43;18/05/1986;18/05/2029;5;5(E);E56;Bajo;4;Otros
PPL 677;7510369990;Michael Sergio Garcia Ramirez;39;30;27/10/2004;27/10/2034;10;5(E);E57;Bajo;4;Otros
PPL 678;9021785137;Fabian Antonio Garcia Hidalgo;56;37;13/01/1989;13/01/2026;2;5(E);E58;Bajo;4;Estafa
PPL 679;7769748765;Carlos Antonio Paredes Sanchez;38;21;08/09/2006;08/09/2027;3;5(E);E59;Bajo;4;Invasion
PPL 680;6542546292;Michael Antonio Perero Rivera;21;25;09/06/2022;09/06/2047;23;5(E);E60;Bajo;4;Amenazas
PPL 681;8447947241;Mario Julian Gonzales Espinosa;38;14;17/04/2015;17/04/2029;5;5(E);E61;Bajo;4;Invasion
PPL 682;7537776611;Victor Angel Torres Gomez;23;5;25/06/2020;25/06/2025;1;5(E);E62;Bajo;4;Otros
PPL 683;2764114225;Dario Sergio Paredes Morales;54;40;15/01/1989;15/01/2029;5;5(E);E63;Bajo;4;Amenazas
PPL 684;3018633476;Carlos Cesar Guerrero Sanchez;56;41;10/10/1988;10/10/2029;5;5(E);E64;Bajo;4;Amenazas
PPL 685;8631197892;Roberto Antonio Cuenca Roman;31;24;26/12/2013;26/12/2037;13;5(E);E65;Bajo;4;Invasion
PPL 686;4862184870;Fabian Antonio Garcia Morales;35;18;29/12/2008;29/12/2026;2;5(E);E66;Bajo;4;Estafa
PPL 687;4525962674;Roberto Adrian Romero Espinosa;55;36;15/03/1990;15/03/2026;2;5(E);E67;Bajo;4;Amenazas
PPL 688;1685836704;Dario Antonio Romero Hidalgo;55;37;15/01/1989;15/01/2026;2;5(E);E68;Bajo;4;Otros
PPL 689;2155671077;Michael Paulo Gonzales Gomez;56;38;11/12/1989;11/12/2027;3;5(E);E69;Bajo;4;Estafa
PPL 690;7528283329;Fabian Sergio Gonzales Morales;45;29;27/05/1998;27/05/2027;3;5(E);E70;Bajo;4;Otros
PPL 691;6919780421;Pedro Antonio Torres Gomez;45;30;20/05/1998;20/05/2028;4;5(E);E71;Bajo;4;Estafa
PPL 692;1749031374;Roberto Cesar Paredes Hidalgo;37;29;30/07/2006;30/07/2035;11;5(E);E72;Bajo;4;Invasion
PPL 693;9963755287;Carlos Antonio Cevallos Rivera;36;29;21/10/2020;21/10/2049;25;5(E);E73;Bajo;4;Otros
PPL 694;7810669169;Gonzalo Diego Perero Sanchez;28;30;24/10/2015;24/10/2045;21;5(E);E74;Bajo;4;Amenazas
PPL 695;5834940835;Carlos Sergio Torres Sanchez;46;15;10/11/2011;10/11/2026;2;5(E);E75;Bajo;4;Otros
PPL 696;1250760273;Dario Antonio Perero Morales;53;37;12/12/1990;12/12/2027;3;5(E);E76;Bajo;4;Otros
PPL 697;4136243984;Roberto Antonio Cevallos Reyes;50;16;19/10/2017;19/10/2033;9;5(E);E77;Bajo;4;Estafa
PPL 698;7717897058;Carlos Diego Torres Rivera;54;38;03/05/1990;03/05/2028;4;5(E);E78;Bajo;4;Amenazas
PPL 699;3020933471;Michael Paulo Guerrero Gomez;63;44;27/10/1982;27/10/2026;2;5(E);E79;Bajo;4;Amenazas
PPL 700;1428543435;Fabian Antonio Gonzales Espinosa;38;26;18/10/2020;18/10/2046;22;5(E);E80;Bajo;4;Amenazas
PPL 701;6976615785;Michael Adrian Paredes Rivera;22;24;07/04/2024;07/04/2048;24;5(E);E81;Bajo;4;Estafa
PPL 702;7173327129;Mario Cesar Garcia Rivera;58;42;15/08/1988;15/08/2030;6;5(E);E82;Bajo;4;Invasion
PPL 703;4669163154;Dario Diego Cuenca Hidalgo;33;16;19/08/2014;19/08/2030;6;5(E);E83;Bajo;4;Amenazas
PPL 704;9489411982;Pedro Angel Guerrero Espinosa;52;36;05/01/1994;05/01/2030;6;5(E);E84;Bajo;4;Estafa
PPL 705;5361191686;Roberto Cesar Paredes Reyes;45;28;01/06/2001;01/06/2029;5;5(E);E85;Bajo;4;Invasion
PPL 706;7383696949;Pedro Antonio Garcia Sanchez;35;13;27/03/2016;27/03/2029;5;5(E);E86;Bajo;4;Amenazas
PPL 707;7739913557;Dario Sergio Perero Reyes;40;25;30/03/2003;30/03/2028;4;5(E);E87;Bajo;4;Estafa
PPL 708;1824584908;Carlos Antonio Guerrero Reyes;40;16;19/06/2011;19/06/2027;3;5(E);E88;Bajo;4;Estafa
PPL 709;7853593921;Carlos Pablo Paredes Ramirez;58;43;20/06/1987;20/06/2030;6;5(E);E89;Bajo;4;Amenazas
PPL 710;1555125864;Michael Cesar Paredes Roman;46;26;31/06/2024;31/06/2050;26;5(E);E90;Bajo;4;Invasion
PPL 711;5321012167;Mario Antonio Guerrero Ramirez;34;10;18/06/2024;18/06/2034;10;5(E);E1;Bajo;4;Amenazas
PPL 712;1153770898;Dario Antonio Gonzales Gomez;36;22;12/06/2009;12/06/2031;7;5(E);E2;Bajo;4;Amenazas
PPL 713;6693616001;Pedro Antonio Guerrero Hidalgo;45;28;14/01/1999;14/01/2027;3;5(E);E3;Bajo;4;Amenazas
PPL 714;8461659047;Roberto Angel Gonzales Espinosa;41;21;28/05/2005;28/05/2026;2;5(E);E4;Bajo;4;Amenazas
PPL 715;8520514370;Pedro Adrian Torres Gomez;57;41;16/06/1987;16/06/2028;4;5(E);E5;Bajo;4;Amenazas
PPL 716;8874641439;Victor Cesar Paredes Morales;43;23;29/08/2008;29/08/2031;7;5(E);E6;Bajo;4;Amenazas
PPL 717;5471652769;Gonzalo Sergio Romero Morales;48;17;03/11/2010;03/11/2027;3;5(E);E7;Bajo;4;Invasion
PPL 718;8396282845;Fabian Paulo Cevallos Ramirez;44;28;18/08/2000;18/08/2028;4;5(E);E8;Bajo;4;Invasion
PPL 719;3555559934;Victor Julian Cuenca Rivera;45;28;05/08/1999;05/08/2027;3;5(E);E9;Bajo;4;Invasion
PPL 720;4671190407;Carlos Adrian Cevallos Espinosa;49;33;08/01/1997;08/01/2030;6;5(E);E10;Bajo;4;Amenazas
PPL 721;5244733135;Roberto Julian Guerrero Gomez;25;13;03/08/2018;03/08/2031;7;5(E);E11;Bajo;4;Estafa
PPL 722;3701383623;Gonzalo Diego Cevallos Gomez;61;44;20/12/1982;20/12/2026;2;5(E);E12;Bajo;4;Otros
PPL 723;8226364681;Roberto Diego Gonzales Gomez;30;24;16/03/2013;16/03/2037;13;5(E);E13;Bajo;4;Otros
PPL 724;2436840753;Carlos Antonio Perero Reyes;44;21;23/06/2024;23/06/2045;21;5(E);E14;Bajo;4;Invasion
PPL 725;6290612838;Roberto Pablo Cevallos Hidalgo;47;34;24/06/1996;24/06/2030;6;5(E);E15;Bajo;4;Otros
PPL 726;4840318866;Victor Sergio Cuenca Rivera;47;21;24/05/2007;24/05/2028;4;5(E);E16;Bajo;4;Invasion
PPL 727;6779714938;Gonzalo Pablo Cevallos Roman;47;30;22/04/1996;22/04/2026;2;5(E);E17;Bajo;4;Invasion
PPL 728;9655961569;Carlos Paulo Torres Roman;46;29;19/08/1997;19/08/2026;2;5(E);E18;Bajo;4;Amenazas
PPL 729;3851722814;Roberto Julian Torres Rivera;38;22;26/12/2005;26/12/2027;3;5(E);E19;Bajo;4;Estafa
PPL 730;6528075151;Fabian Paulo Cuenca Sanchez;40;22;06/09/2006;06/09/2028;4;5(E);E20;Bajo;4;Invasion
PPL 731;3938113254;Roberto Antonio Perero Gomez;48;28;09/07/1998;09/07/2026;2;5(E);E21;Bajo;4;Invasion
PPL 732;9943727835;Carlos Adrian Perero Gomez;56;39;21/09/1988;21/09/2027;3;5(E);E22;Bajo;4;Estafa
PPL 733;3527654751;Victor Antonio Cevallos Espinosa;38;19;04/06/2007;04/06/2026;2;5(E);E23;Bajo;4;Invasion
PPL 734;2665257522;Victor Cesar Garcia Reyes;44;25;14/05/2001;14/05/2026;2;5(E);E24;Bajo;4;Amenazas
PPL 735;8633796880;Gonzalo Antonio Paredes Morales;47;32;13/10/1996;13/10/2028;4;5(E);E25;Bajo;4;Invasion
PPL 736;9609272826;Roberto Cesar Perero Ramirez;64;47;23/05/1980;23/05/2027;3;5(E);E26;Bajo;4;Invasion
PPL 737;3135736390;Victor Cesar Torres Rivera;49;26;30/11/2002;30/11/2028;4;5(E);E27;Bajo;4;Otros
PPL 738;9984111126;Pedro Sergio Cuenca Ramirez;53;36;13/06/1990;13/06/2026;2;5(E);E28;Bajo;4;Invasion
PPL 739;3515643369;Carlos Paulo Gonzales Morales;57;41;26/03/1989;26/03/2030;6;5(E);E29;Bajo;4;Amenazas
PPL 740;2141130313;Mario Paulo Cevallos Ramirez;58;40;16/11/1988;16/11/2028;4;5(E);E30;Bajo;4;Invasion
PPL 741;7242822198;Victor Pablo Romero Sanchez;49;3;27/06/2022;27/06/2025;1;5(E);E31;Bajo;4;Invasion
PPL 742;9495053809;Roberto Paulo Paredes Ramirez;44;20;04/06/2013;04/06/2033;9;5(E);E32;Bajo;4;Invasion
PPL 743;3599530871;Mario Diego Garcia Ramirez;44;28;18/07/2000;18/07/2028;4;5(E);E33;Bajo;4;Invasion
PPL 744;4107581401;Gonzalo Antonio Paredes Sanchez;41;26;29/07/2004;29/07/2030;6;5(E);E34;Bajo;4;Estafa
PPL 745;7671536609;Carlos Pablo Paredes Sanchez;35;28;29/05/2010;29/05/2038;14;5(E);E35;Bajo;4;Amenazas
PPL 746;5399233835;Gonzalo Julian Paredes Gomez;65;48;25/10/1981;25/10/2029;5;5(E);E36;Bajo;4;Invasion
PPL 747;3338769873;Dario Antonio Romero Roman;54;37;23/11/1991;23/11/2028;4;5(E);E37;Bajo;4;Estafa
PPL 748;2854077862;Mario Antonio Paredes Sanchez;44;28;17/12/2002;17/12/2030;6;5(E);E38;Bajo;4;Invasion
PPL 749;9700620708;Fabian Pablo Perero Sanchez;58;41;04/09/1985;04/09/2026;2;5(E);E39;Bajo;4;Estafa
PPL 750;6941599932;Fabian Sergio Guerrero Roman;31;27;11/12/2016;11/12/2043;19;5(E);E40;Bajo;4;Invasion
PPL 751;1081920033;Mario Sergio Garcia Espinosa;36;10;13/05/2018;13/05/2028;4;5(E);E41;Bajo;4;Invasion
PPL 752;1027682073;Roberto Paulo Cuenca Sanchez;59;44;25/03/1984;25/03/2028;4;5(E);E42;Bajo;4;Otros
PPL 753;5726785433;Victor Julian Cevallos Gomez;51;34;01/03/1994;01/03/2028;4;5(E);E43;Bajo;4;Invasion
PPL 754;2220749742;Fabian Antonio Guerrero Morales;33;29;06/02/2011;06/02/2040;16;5(E);E44;Bajo;4;Amenazas
PPL 755;3813846049;Victor Pablo Gonzales Ramirez;44;28;08/04/2000;08/04/2028;4;5(E);E45;Bajo;4;Invasion
PPL 756;2815790985;Roberto Antonio Gonzales Sanchez;47;31;02/08/1997;02/08/2028;4;5(E);E46;Bajo;4;Otros
PPL 757;7642535471;Dario Sergio Gonzales Gomez;38;21;29/05/2006;29/05/2027;3;5(E);E47;Bajo;4;Invasion
PPL 758;4240730541;Roberto Julian Guerrero Hidalgo;46;19;03/01/2018;03/01/2037;13;5(E);E48;Bajo;4;Estafa
PPL 759;7425837489;Victor Julian Guerrero Hidalgo;31;17;17/10/2012;17/10/2029;5;5(E);E49;Bajo;4;Invasion
PPL 760;5290087637;Michael Diego Romero Sanchez;43;26;06/03/2001;06/03/2027;3;5(E);E50;Bajo;4;Otros
PPL 761;8163833829;Dario Diego Torres Sanchez;44;30;17/05/1999;17/05/2029;5;5(E);E51;Bajo;4;Amenazas
PPL 762;8461052858;Mario Antonio Paredes Rivera;61;45;11/09/1984;11/09/2029;5;5(E);E52;Bajo;4;Otros
PPL 763;4079254027;Carlos Pablo Romero Gomez;61;45;09/02/1984;09/02/2029;5;5(E);E53;Bajo;4;Amenazas
PPL 764;6432854534;Roberto Antonio Cuenca Morales;58;42;29/12/1985;29/12/2027;3;5(E);E54;Bajo;4;Estafa
PPL 765;4884764769;Dario Pablo Cuenca Ramirez;30;17;09/01/2013;09/01/2030;6;5(E);E55;Bajo;4;Otros
PPL 766;9707134885;Carlos Angel Paredes Gomez;47;17;16/06/2011;16/06/2028;4;5(E);E56;Bajo;4;Estafa
PPL 767;7405495748;Fabian Antonio Cevallos Ramirez;45;27;13/06/2001;13/06/2028;4;5(E);E57;Bajo;4;Invasion
PPL 768;7638856234;Carlos Paulo Guerrero Gomez;57;40;05/03/1986;05/03/2026;2;5(E);E58;Bajo;4;Amenazas
PPL 769;6850420022;Roberto Cesar Cevallos Ramirez;49;26;05/05/2001;05/05/2027;3;5(E);E59;Bajo;4;Estafa
PPL 770;3294945813;Fabian Diego Cevallos Rivera;42;26;20/06/2002;20/06/2028;4;5(E);E60;Bajo;4;Otros
PPL 771;7445343591;Roberto Paulo Cevallos Sanchez;65;49;08/12/1981;08/12/2030;6;5(E);E61;Bajo;4;Invasion
PPL 772;8756070508;Dario Julian Cuenca Hidalgo;45;18;30/06/2010;30/06/2028;4;5(E);E62;Bajo;4;Otros
PPL 773;8757893286;Carlos Pablo Torres Gomez;46;6;24/03/2020;24/03/2026;2;5(E);E63;Bajo;4;Invasion
PPL 774;5601978274;Dario Adrian Perero Morales;44;26;21/05/2000;21/05/2026;2;5(E);E64;Bajo;4;Estafa
PPL 775;3752096901;Pedro Paulo Gonzales Espinosa;39;3;30/08/2022;30/08/2025;1;5(E);E65;Bajo;4;Estafa
PPL 776;4991780882;Gonzalo Julian Cevallos Morales;39;22;12/02/2007;12/02/2029;5;5(E);E66;Bajo;4;Amenazas
PPL 777;1243219201;Victor Angel Guerrero Ramirez;29;15;24/03/2015;24/03/2030;6;5(E);E67;Bajo;4;Amenazas
PPL 778;5426354202;Pedro Angel Romero Morales;29;16;06/09/2014;06/09/2030;6;5(E);E68;Bajo;4;Invasion
PPL 779;6034075337;Victor Diego Gonzales Hidalgo;37;25;31/04/2006;31/04/2031;7;5(E);E69;Bajo;4;Invasion
PPL 780;6275064871;Roberto Diego Guerrero Sanchez;37;20;16/03/2007;16/03/2027;3;5(E);E70;Bajo;4;Invasion
PPL 781;6870540405;Pedro Angel Paredes Morales;62;43;27/06/1983;27/06/2026;2;5(E);E71;Bajo;4;Estafa
PPL 782;3001570059;Carlos Cesar Paredes Gomez;58;44;08/01/1985;08/01/2029;5;5(E);E72;Bajo;4;Amenazas
PPL 783;2092829508;Roberto Diego Cuenca Gomez;58;42;18/10/1985;18/10/2027;3;5(E);E73;Bajo;4;Estafa
PPL 784;2804775354;Fabian Pablo Guerrero Gomez;60;43;21/09/1983;21/09/2026;2;5(E);E74;Bajo;4;Estafa
PPL 785;7550421486;Carlos Paulo Romero Roman;58;41;12/11/1985;12/11/2026;2;5(E);E75;Bajo;4;Invasion
PPL 786;7463399049;Roberto Antonio Perero Sanchez;48;19;10/04/2007;10/04/2026;2;5(E);E76;Bajo;4;Otros
PPL 787;3183832032;Fabian Sergio Paredes Sanchez;59;40;14/01/1986;14/01/2026;2;5(E);E77;Bajo;4;Estafa
PPL 788;10000294463;Pedro Cesar Garcia Hidalgo;32;11;27/11/2014;27/11/2025;1;5(E);E78;Bajo;4;Estafa
PPL 789;9796088993;Carlos Angel Romero Espinosa;49;29;20/11/2001;20/11/2030;6;5(E);E79;Bajo;4;Invasion
PPL 790;9978412248;Roberto Pablo Gonzales Roman;53;37;27/10/1992;27/10/2029;5;5(E);E80;Bajo;4;Otros
PPL 791;8876116595;Dario Antonio Guerrero Sanchez;52;36;02/06/1991;02/06/2027;3;5(E);E81;Bajo;4;Otros
PPL 792;3957682673;Gonzalo Pablo Guerrero Reyes;33;27;23/06/2022;23/06/2049;25;5(E);E82;Bajo;4;Amenazas
PPL 793;9925772276;Mario Julian Cuenca Reyes;42;25;25/11/2001;25/11/2026;2;5(E);E83;Bajo;4;Estafa
PPL 794;6061482329;Fabian Paulo Torres Rivera;41;21;17/10/2022;17/10/2043;19;5(E);E84;Bajo;4;Otros
PPL 795;6043114520;Dario Cesar Perero Reyes;51;34;13/08/1994;13/08/2028;4;5(E);E85;Bajo;4;Estafa
PPL 796;2266937632;Gonzalo Julian Guerrero Sanchez;55;40;28/02/1988;28/02/2028;4;5(E);E86;Bajo;4;Otros
PPL 797;2003088168;Pedro Cesar Perero Reyes;31;15;06/04/2012;06/04/2027;3;5(E);E87;Bajo;4;Otros
PPL 798;7701383715;Pedro Diego Torres Hidalgo;42;10;01/10/2021;01/10/2031;7;5(E);E88;Bajo;4;Invasion
PPL 799;1739679624;Carlos Antonio Cuenca Gomez;45;5;30/08/2023;30/08/2028;4;5(E);E89;Bajo;4;Estafa
